Contract_One year,Contract_Two year,Dependents_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,InternetService_Fiber optic,InternetService_No,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PhoneService_Yes,SeniorCitizen,StreamingMovies_No internet service,StreamingMovies_Yes,StreamingTV_No internet service,StreamingTV_Yes,TechSupport_No internet service,TechSupport_Yes,TotalCharges,gender_Male,tenure,churn,customerID
1,0,0,0,0,0,0,-0.33899296184824507,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.45929840503658254,1,-0.3431369275747509,0,7901-IIDQV
1,0,1,1,0,0,1,-1.4708300585821945,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.9634874401532162,1,-1.1172721918246462,0,2690-DVRVK
0,0,1,1,0,0,1,-1.4891123024354593,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,-0.8802794842352978,1,-0.7098325790615434,1,5688-KZTSN
0,1,1,1,0,0,1,-1.499084435446331,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.7429819450960815,0,-0.09867315991688919,0,1270-XKUCC
1,0,0,0,0,0,0,0.041610114733361785,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0.5200715893663393,0,0.9199258719908678,0,0334-ZFJSR
0,0,0,0,0,0,0,-1.0237460952614421,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-0.631030625826878,0,-0.3023929662984406,1,2894-QOJRX
0,0,0,0,1,1,0,0.9208198418585588,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,-0.5952503224072428,1,-0.9135523854430948,1,5747-PMBSQ
0,1,1,0,1,0,0,-0.35727520570151017,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0.04054493354881298,1,0.4717422979514547,0,5583-EJXRD
1,0,0,0,0,0,0,-0.19605905535908272,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.23371886514298362,0,0.5939741817803856,0,4565-EVZMJ
0,0,1,0,0,1,0,0.7828720018748321,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,-0.46787950123278355,0,-0.791320501614164,1,3143-JQEGI
0,1,1,0,1,1,0,1.4343846919184566,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1.327929956711516,0,0.6754621043330061,1,6386-SZZKH
1,0,0,0,0,1,0,1.0670777926846788,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1.778448536698697,0,1.2866215234776603,0,3327-YBAKM
0,0,0,1,0,0,1,-1.5190287014680746,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998936852974026,1,-1.2802480369298874,0,9441-QHEVC
0,0,0,0,0,0,0,-0.4918990013482794,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.5648304466885765,1,-0.506112772679992,0,6705-LNMDD
0,1,0,0,0,0,0,-0.6448050408483137,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,-0.304507782906139,0,0.18653456901728277,0,2580-ASVVY
0,0,1,0,0,1,0,0.6864747161030716,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0.09999494447107968,1,-0.09867315991688919,0,3370-GQEAL
1,0,0,0,1,0,0,0.6416001175541483,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.3989876895695595,0,0.22727853029359305,0,5032-USPKF
0,0,0,0,0,1,0,0.32082983903777235,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,-0.974517126780724,0,-1.2802480369298874,1,2982-IHMFT
0,0,0,0,0,0,0,-0.001602461647082585,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.027309309595803695,0,0.18653456901728277,1,3521-SYVOR
0,1,0,0,1,0,0,0.048258203407276413,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0.4618348439730985,0,0.797693988161937,0,4254-QPEDE
0,1,1,0,1,0,0,0.4022689252932255,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1.429182479952037,1,1.5718292524118322,0,6283-GITPX
0,0,0,0,1,1,0,0.8310706447607126,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.02294155369131079,1,-0.26164900502213034,1,9526-JAWYF
0,1,0,0,1,0,0,0.325815905543208,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1.1096303989798828,1,1.368109446030281,0,0771-CHWSK
0,1,0,0,1,1,0,1.7335486822446107,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,2.7843780165006575,1,1.6125732136881425,0,9788-HNGUT
1,0,1,0,0,0,0,-0.8026971468537838,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.5791690393043366,1,-0.3023929662984406,0,9495-REDIY
0,1,1,0,1,1,0,1.6471235294837214,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,2.37469133640851,1,1.4903413298592119,0,5375-XLDOF
0,1,1,0,0,0,0,0.1629377330323022,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.6188755221755537,1,0.8384379494382472,0,1172-VIYBP
1,0,0,0,1,1,0,1.0205411719672768,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-0.5153733318508318,0,-0.8320644628904743,1,5649-VUKMC
0,0,0,0,1,1,0,1.1252485685814309,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0.11192906540204313,1,-0.26164900502213034,0,6559-PDZLR
0,0,0,0,1,0,0,-0.10464783609275789,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.3925246821936507,1,-0.46536881140368175,0,8992-OBVDG
0,0,1,0,0,1,0,0.8161124452444047,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.9679434335507293,0,-1.2802480369298874,0,4273-MBHYA
0,0,0,0,0,1,0,1.0172171276303197,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0.9538471050529637,1,0.6347181430566958,0,4724-WXVWF
1,0,0,0,1,0,0,-0.9772094745440403,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.5756174802102791,0,-0.26164900502213034,0,5701-GUXDC
0,1,0,1,0,0,1,-1.4907743246039378,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.45228352434148755,1,1.1236456783724194,0,1460-UZPRJ
0,0,0,1,0,0,1,-1.5140426349626388,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.8611760669964544,1,-0.5876006952326126,0,6082-GLJIX
0,0,0,0,0,0,0,-1.1683420239190832,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.8788015062272116,0,-0.9135523854430948,1,5143-EGQFK
0,0,1,0,1,1,0,0.6548962949019775,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.8071747212681765,1,-1.1172721918246462,1,4919-IKATY
1,0,1,1,0,0,1,-1.4758161250876303,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.9699728958901906,0,-1.1580161531009565,0,2495-TTHBQ
0,1,1,1,0,0,1,-1.3312201964299892,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.25068291216390126,1,1.3273654847539706,0,0485-ZBSLN
0,1,1,1,0,0,1,-1.3112759304082455,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.25066085279064615,1,1.5310852911355222,0,3810-PJUHR
0,0,0,0,1,1,0,0.8609870437933281,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,-0.3026768549259727,1,-0.5876006952326126,1,9050-QLROH
0,1,1,1,0,0,1,-1.4891123024354593,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.45583508343554513,1,1.2051336009250397,0,0847-HGRML
0,1,1,0,0,0,0,-0.1678046784949459,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0.755974526955475,0,1.368109446030281,0,8232-CTLKO
0,1,1,0,0,0,0,0.5884154081628322,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1.293473215687182,0,1.3273654847539706,0,9227-YBAXE
0,0,0,0,0,1,0,0.18288199905404562,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.9034638855263191,0,-1.1987601143772668,1,6168-WFVVF
0,0,0,1,0,0,1,-1.477478147256109,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.7103561320519136,0,0.06430268518835193,0,9860-LISIZ
0,0,1,0,1,1,0,0.8643110881302852,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,-0.37108297138977564,1,-0.6690886177852331,0,0112-QAWRZ
1,0,0,0,1,1,0,1.301422918440166,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1.480514641516458,0,0.8791819107145575,1,0877-SDMBN
0,0,0,0,1,1,0,1.3346633618097385,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1.296671824809159,0,0.7162060656093164,0,2786-GCDPI
0,1,0,0,1,1,0,1.3446354948206103,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2.2096651650877397,1,1.5718292524118322,0,4043-MKDTV
0,0,0,0,0,1,0,0.33080197204864403,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.6545679770899794,0,-0.9135523854430948,1,8065-YKXKD
0,0,0,0,0,0,0,-0.46530664665262134,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.984951210330346,0,-1.2802480369298874,1,9637-EIHEQ
1,0,0,1,0,0,1,-1.3644606397995618,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.8200794546223605,1,-0.5876006952326126,0,9229-RQABD
0,0,0,0,0,0,0,-0.11628199127210836,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,-0.8973313797614247,1,-1.1580161531009565,0,8313-KTIHG
0,1,1,0,1,0,0,0.36570443758669524,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0.9408100154592495,0,1.0421577558197987,0,5320-BRKGK
1,0,0,0,0,1,0,1.1036422803912085,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1.3179591200002492,0,0.9606698332671781,0,6284-KMNUF
0,0,0,0,0,1,0,0.5136244105812937,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.9435898854771921,1,-1.2395040756535771,1,9689-PTNPG
0,0,0,0,1,1,0,0.4687498120323708,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.07264132163486049,1,-0.01718523736426863,1,9465-RWMXL
1,0,1,0,0,0,0,-0.42541811460913403,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0.2654181845104408,1,0.9606698332671781,0,6229-UOLQL
0,0,0,0,0,1,0,0.6632064057443707,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.33832441311826694,1,0.1457906077409725,1,2362-IBOOY
0,0,0,0,0,0,0,-0.013236616826432828,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,-0.8957431048870637,0,-1.1580161531009565,0,3137-LUPIX
0,0,0,0,0,1,0,0.6864747161030716,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.9855905431669308,1,0.8384379494382472,1,0843-WTBXE
0,0,0,0,0,0,0,-0.6315088635004846,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.8149175612806869,1,-0.9135523854430948,0,6143-JQKEA
0,0,0,0,0,0,0,-1.1400876470549464,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.9551269376895652,1,-1.1580161531009565,0,8676-OOQEJ
0,0,1,1,0,0,1,-1.4924363467724167,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.9985839030019457,1,-1.2802480369298874,1,5515-IDEJJ
0,0,0,0,0,1,0,0.14465548917903734,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.6027942390726474,0,0.7569500268856267,0,9701-CDXHR
0,0,0,0,1,1,0,1.151840923277089,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.4778723973173055,1,-0.8320644628904743,1,7450-NWRTR
1,0,0,0,0,0,0,-0.5168293338754589,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,-0.8945960174778028,0,-1.076528230548336,0,8124-NZVGJ
0,1,1,0,1,0,0,-0.8459097232342282,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.04930250473105428,1,1.24587756220135,0,2162-FRZAA
0,0,0,0,0,1,0,0.1928541320649173,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.9762156985213601,0,-1.2802480369298874,1,5376-DEQCP
0,0,0,0,0,1,0,1.3396494283151743,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1.235435004653236,0,0.6347181430566958,0,5118-MUEYH
0,0,0,0,0,1,0,0.5385547431084732,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.8354768971543614,0,-1.1172721918246462,1,9095-HFAFX
1,0,1,1,0,0,1,-1.485788258098502,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.7230182123002925,0,0.10504664646466222,0,5627-TVBPP
0,0,0,0,0,1,0,0.6665304500813278,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.7764018955774299,1,-1.076528230548336,1,2379-ENZGV
0,0,0,1,0,0,1,-1.4974224132778524,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.9900248661789997,1,-1.2395040756535771,0,3936-QQFLL
1,0,0,1,0,0,1,-1.4974224132778524,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.5710070711999808,0,0.7162060656093164,0,2589-AYCRP
0,0,0,0,0,1,0,0.18620604339100316,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.05417762622041258,0,0.02355872391204165,0,4067-HLYQI
0,1,0,1,0,0,1,-1.4741541029191516,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.7256432777176394,1,-0.05792919864057891,0,5124-EOGYE
0,1,1,1,0,0,1,-1.477478147256109,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.9230526089767728,0,-0.9542963467194051,0,5057-RKGLH
0,0,1,0,1,0,0,0.7114050486302511,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0.988590617929613,0,0.8791819107145575,0,0292-WEGCH
1,0,0,0,1,1,0,1.025527238472713,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1.0504230411634212,0,0.5532302205040753,0,8910-ICHIU
1,0,1,0,0,1,0,1.2964368519347298,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0.5239099203127121,1,0.06430268518835193,0,4097-YODCF
0,1,1,0,0,1,0,1.0770499256955504,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,2.041374206525226,1,1.5718292524118322,0,9715-WZCLW
0,1,1,0,1,0,0,-0.041490993690569876,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0.7636511888482201,0,1.24587756220135,0,9786-YWNHU
0,1,0,1,0,0,1,-1.3245721077560746,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.43911407850824336,0,0.7569500268856267,0,6407-GSJNL
0,0,0,0,0,1,0,0.8094643565704907,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,-0.002492903671722088,0,-0.26164900502213034,1,6005-OBZPH
0,1,0,0,1,1,0,1.1368827237607813,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1.805559506429111,0,1.2866215234776603,0,4049-ZPALD
0,0,0,0,0,0,0,-1.3295581742615106,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,-0.9964220844229541,0,-1.2802480369298874,1,7932-WPTDS
1,0,0,0,0,1,0,0.6897987604400287,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1.3096427362831082,1,1.1643896396487294,0,3733-UOCWF
0,0,0,0,1,1,0,0.9706805069129179,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,-0.34317786422218105,0,-0.7098325790615434,0,6833-JMZYP
1,0,0,0,0,1,0,1.3579316721684396,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,2.0381976567765046,1,1.2866215234776603,1,2722-VOJQL
0,0,0,0,0,0,0,-0.48192686833740767,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.6044270216813293,0,-0.5876006952326126,0,1310-QRITU
1,0,1,0,0,1,0,1.0039209502824906,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1.4349620357448511,0,1.0014137945434884,0,8961-QDZZJ
0,1,1,0,0,0,0,-0.11295794693515106,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-0.6475530963948846,1,-0.7505765403378537,0,9715-SBVSU
0,0,0,0,0,1,0,0.5235965435921655,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-0.3845612484485901,1,-0.5876006952326126,0,8490-BXHEO
0,1,0,0,0,1,0,0.45545363468454153,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1.4642789428007665,0,1.6125732136881425,0,7173-TETGO
0,1,0,0,1,1,0,1.6454615073152428,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,2.629918284969039,1,1.5310852911355222,0,7929-SKFGK
0,1,0,1,0,0,1,-1.4874502802669807,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.6802230281855625,0,0.22727853029359305,0,2300-RQGOI
0,1,1,0,1,0,0,-0.07140739272318523,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0.9231845762284921,1,1.4495973685829016,0,3563-SVYLG
0,0,0,0,0,1,0,0.5335686766030371,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.5623377375107598,1,-0.791320501614164,1,5228-EXCET
0,1,0,0,0,1,0,0.9274679305324735,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1.6258197331472448,1,1.3273654847539706,0,6435-VWCCY
0,0,0,0,1,1,0,1.1850813666466615,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.3589499271117064,0,-0.09867315991688919,0,4998-IKFSE
0,1,0,0,0,0,0,0.34576017156495187,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0.7138190646651402,1,0.7569500268856267,0,8630-QSGXK
0,0,0,0,1,1,0,0.6632064057443707,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.1456357877357068,0,-0.05792919864057891,0,2455-USLMV
0,0,0,0,0,1,0,0.8194364895813623,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,-0.630986507080368,0,-0.9542963467194051,1,7394-FKDNK
0,1,1,0,1,0,0,0.4886940780541142,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1.49050753760098,0,1.6125732136881425,0,9488-FVZCC
0,0,0,0,0,0,0,0.24437681928775531,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,-0.6569503894015212,1,-0.9135523854430948,1,6331-LWDTQ
1,0,0,1,0,0,1,-1.495760391109374,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,-0.7007161859394718,0,0.18653456901728277,0,5995-WWKKG
0,0,0,0,1,0,0,0.38564870360843917,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,-0.936420589169312,0,-1.2395040756535771,1,1597-FZREH
1,0,0,0,0,1,0,1.2000395661629695,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1.4421313320527311,1,0.9199258719908678,0,7879-CGSFV
0,0,1,0,1,1,0,1.0138930832933621,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.4375915927658366,1,0.02355872391204165,0,9921-EZKBY
1,0,1,0,1,1,0,0.8692971546357213,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.8617712810865292,0,0.5532302205040753,0,7432-FFVAR
0,0,1,0,0,0,0,-0.3423170061852024,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.9833188167094751,0,-1.2802480369298874,0,7246-ZGQDF
0,0,0,0,0,0,0,-0.10630985826123643,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,-0.48925503391689357,0,-0.506112772679992,1,7000-WCEVQ
0,0,0,0,1,1,0,0.5019902554019434,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.6801347906925423,1,-0.9542963467194051,1,0727-IWKVK
0,0,0,0,0,1,0,1.0421474601574994,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0.32469172044666733,1,-0.01718523736426863,1,5959-BELXA
0,0,1,0,1,0,0,-0.5051951786961084,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.582544123412354,0,-0.5468567339563023,0,4456-RHSNB
0,1,0,0,1,0,0,0.016679782206182287,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1.0925785034537558,0,1.5310852911355222,1,3512-IZIKN
0,1,1,1,0,0,1,-1.322910085587596,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.3463102952243933,0,1.1643896396487294,0,2481-SBOYW
0,0,0,0,0,0,0,-0.6431430186798349,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.4633132109689953,1,-0.26164900502213034,0,7109-MFBYV
0,0,0,0,1,1,0,1.427736603244542,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1.146866621034349,1,0.512486259227765,0,1833-TCXKK
0,1,1,0,1,1,0,0.8078023344020117,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1.3801886119526474,1,1.2051336009250397,0,1832-PEUTS
0,0,0,1,0,0,1,-1.5007464576148097,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.9986941998682208,1,-1.2802480369298874,1,6141-OOXUQ
0,0,0,0,0,0,0,-0.6664113290385358,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.942045729349341,0,-1.1987601143772668,0,8660-BUETV
1,0,1,0,1,1,0,1.2233078765216698,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0.7267458573925795,0,0.3495104141225239,0,0580-PIQHM
0,1,1,0,1,1,0,1.2748305637445079,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,2.034844632041742,1,1.4088534073065913,0,5696-CEIQJ
0,0,0,0,0,1,0,0.6598823614074136,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,-0.9700170146367006,1,-1.2802480369298874,1,7503-ZGUZJ
1,0,0,0,0,1,0,1.025527238472713,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,2.0178368552621246,0,1.5718292524118322,0,1696-HXOWK
1,0,1,0,0,0,0,0.3424361272279943,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.16566569865126088,0,0.18653456901728277,0,3026-ATZYV
0,1,0,0,0,0,0,-0.1146199691036296,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0.6542366975033433,1,1.1236456783724194,0,4012-YCFAI
0,0,0,0,0,1,0,0.1579516665268661,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,-0.9766789453597153,0,-1.2802480369298874,1,2506-TNFCO
0,0,0,1,0,0,1,-1.499084435446331,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.9502076974536967,0,-1.076528230548336,0,9970-QBCDA
0,0,0,0,0,0,0,-1.1218054032016815,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.8541611863013594,0,-0.791320501614164,1,8718-PTMEZ
0,0,1,0,0,0,0,-0.4586585579787067,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.7507247851085919,0,-0.8728084241667845,0,9496-IVVRP
0,0,0,0,0,0,0,-0.4586585579787067,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.8511611115386774,1,-1.0357842692720256,1,2207-OBZNX
0,0,1,0,0,1,0,0.7994922235596185,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.5973018441199592,0,-0.9135523854430948,0,2657-VPXTA
0,1,0,1,0,0,1,-1.4874502802669807,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.7077972447543318,1,0.06430268518835193,0,6551-VLJMV
0,1,0,0,0,0,0,0.010031693532267658,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0.6897743478171734,0,1.2051336009250397,0,1221-GHZEP
1,0,0,0,0,0,0,0.17789593254861,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0.9694651413175145,1,1.2866215234776603,0,9289-LBQVU
0,0,1,0,0,0,0,-0.6797075063863649,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.9877968694802433,0,-1.2802480369298874,1,6142-VSJQO
0,1,0,1,0,0,1,-1.4641819699082799,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.7870345134863473,1,-0.3023929662984406,0,3458-IDMFK
1,0,0,0,1,0,0,-0.29079431896236485,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.32211116276364127,0,-0.26164900502213034,0,6933-FHBZC
1,0,1,1,0,0,1,-1.4907743246039378,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-0.910522884967924,1,-0.9135523854430948,0,0221-NAUXK
1,0,0,0,1,1,0,1.123586546412952,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1.3361581029356369,0,0.8384379494382472,0,9770-KXGQU
0,0,0,0,0,1,0,0.49534216672802883,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.7488056196354056,0,-1.0357842692720256,1,6437-UKHMV
0,0,0,0,1,1,0,0.47207385636932786,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.12948832651303552,1,0.02355872391204165,0,6538-POCHL
